,metascore,name,console,userscore,date,genre(s),developer,publisher,rating,esrb descriptors,number of online players,special controllers,number of players,official site,franchise
1508,93,World Soccer Winning Eleven 7 International,PS2,8.8,"Feb 17, 2004","Sim, Soccer, Sports, Traditional",KCET,Konami,E, , , ,1-8 Players, ,World Soccer Winning Eleven Series
1509,92,World Soccer Winning Eleven 7 International,PC,7.5,"Apr 9, 2004","Sim, Soccer, Sports, Team, Traditional",KCET,VU Games,E, , , ,1-2 Players, ,World Soccer Winning Eleven Series
1510,92,ESPN NFL 2K5,XBOX,8.9,"Jul 20, 2004","Football, Sim, Sports, Traditional",Visual Concepts,Sega,E, , ,Headset,1-4 Players, ,
1511,92,Rome: Total War,PC,9.1,"Sep 22, 2004","General, Historic, Real-Time, Strategy",Creative Assembly,Activision,T,Violence,8 Players Online No Online Multiplayer, ,1-8 Players,http://www.totalwar.com/community/rome.htm,Total War Series
1512,92,Metroid Prime 2: Echoes,GC,8.8,"Nov 15, 2004","Action, First-Person, Sci-Fi, Shooter",Retro Studios,Nintendo,T,Animated Blood Violence, , ,1-4 Players, ,Metroid Series
1513,91,Madden NFL 2005,XBOX,7.7,"Aug 9, 2004","Football, Sim, Sports, Traditional",EA Tiburon,EA Sports,E, ,2 Players Online,Headset,1-4 Players, ,Madden Football Series
1514,91,Ratchet & Clank: Up Your Arsenal,PS2,9.1,"Nov 3, 2004","3D, Action, Platformer",Insomniac Games,SCEA,T,Crude Humor Fantasy Violence,8 Players Online,Headset Keyboard Multi-Tap,1-4 Players, ,Ratchet & Clank Series
1515,91,Metal Gear Solid 3: Snake Eater,PS2,9,"Nov 17, 2004","Action Adventure, Modern",KCEJ,Konami,M,Animated Blood & Gore Animated Blood and Gore Blood and Gore Intense Violence Language Sexual Themes Suggestive Themes, , ,1 Player,http://www.konami.jp/gs/game/mgs3/english/index.html,
1516,91,Ninja Gaiden,XBOX,8.9,"Mar 2, 2004","Action Adventure, Fantasy",Team Ninja,Tecmo,M,Blood and Gore Violence, , ,1 Player, ,Ninja Gaiden Series
1517,91,Tiger Woods PGA Tour 2005,PC,4.5,"Sep 20, 2004","Golf, Individual, Sim, Sports, Traditional",Headgate,EA Sports,E, , , ,1-8 Players, ,Tiger Woods Golf Series
1518,91,Madden NFL 2005,PS2,7.9,"Aug 9, 2004","Football, Sim, Sports, Traditional",EA Tiburon,EA Sports,E, ,2 Players Online,Headset Keyboard Multi-Tap,1-4 Players, ,Madden Football Series
1519,90,The Sims 2,PC,8.8,"Sep 14, 2004","Miscellaneous, Simulation, Virtual, Virtual Life",Maxis,EA Games,T,Crude Humor Mature Sexual Themes Sexual Themes Violence,No Online Multiplayer, ,1 Player,http://thesims2.ea.com/,Sims Series
1520,90,ESPN NFL 2K5,PS2,8.3,"Jul 20, 2004","Football, Sim, Sports, Traditional",Visual Concepts,Sega,E, , ,Headset Multi-Tap,1-2 Players, ,
1521,90,MVP Baseball 2004,PS2,8.6,"Mar 9, 2004","Baseball, Sim, Sports, Traditional",EA Sports,EA Sports,E, , ,Headset,1-2 Players, ,Triple Play Baseball Series
1522,90,The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,PC,8.7,"Dec 8, 2004","Action, Arcade, First-Person, Sci-Fi, Shooter",Starbreeze,VU Games,M,Blood Blood and Gore Intense Violence Strong Language, , ,1 Player, ,Chronicles of Riddick Series
1523,90,MVP Baseball 2004,XBOX,8.5,"Mar 9, 2004","Baseball, Sim, Sports, Traditional",EA Sports,EA Sports,E, , , ,1-2 Players, ,MVP Baseball Series
1524,90,Pikmin 2,GC,9,"Aug 30, 2004","Fantasy, Real-Time, Strategy",Nintendo,Nintendo,E,Comic Mischief Mild Violence, , ,1-2 Players, ,Pikmin Series
1525,90,Viewtiful Joe,PS2,8.3,"Aug 24, 2004","Action u""Beat-Em-Up""",Clover Studio,Capcom,T,Animated Violence Cartoon Violence Suggestive Themes, , ,1 Player, ,Viewtiful Joe Series
1526,90,Madden NFL 2005,GC,tbd,"Aug 9, 2004","Football, Sim, Sports, Traditional",EA Tiburon,EA Sports,E, , , ,1-4 Players, ,Madden Football Series
1527,89,Metroid: Zero Mission,GBA,8.9,"Feb 9, 2004","2D, Action, Platformer",Nintendo,Nintendo,E,Fantasy Violence, , ,1-2 Players, ,Metroid Series
1528,89,Worldwide Soccer Manager 2005,PC,8.5,"Dec 7, 2004","Management, Soccer, Sports, Team, Traditional",Sports Interactive,Sega,E, ,2 Players Online, ,1 Player, ,Worldwide Soccer Manager Series
1529,89,NCAA Football 2005,XBOX,7.8,"Jul 15, 2004","Football, Sim, Sports, Traditional",EA Sports,EA Sports,E, , , ,1-4 Players, ,NCAA Football Series
1530,89,MVP Baseball 2004,GC,8.5,"Mar 9, 2004","Baseball, Sim, Sports, Traditional",EA Sports,EA Sports,E, , , ,1-2 Players, ,MVP Baseball Series
1531,89,Far Cry,PC,8,"Mar 23, 2004","Action, Arcade, First-Person, Modern, Shooter",Crytek,Ubisoft,M,Blood Intense Violence,No Online Multiplayer, ,1-16 Players,http://farcry.ubi.com/,Far Cry Series
1532,89,The Chronicles of Riddick: Escape From Butcher Bay,XBOX,8.9,"Jun 1, 2004","Action, First-Person, Sci-Fi, Shooter",Starbreeze,VU Games,M,Blood and Gore Intense Violence Strong Language, , ,1 Player, ,Chronicles of Riddick Series
1533,88,Tiger Woods PGA Tour 2005,PS2,8.2,"Sep 20, 2004","Golf, Sim, Sports, Traditional",EA Sports,EA Sports,E, ,2 Players Online,Headset Multi-Tap,1-4 Players, ,Tiger Woods Golf Series
1534,88,Tiger Woods PGA Tour 2005,XBOX,8.9,"Sep 20, 2004","Golf, Sim, Sports, Traditional",EA Sports,EA Sports,E, ,4 Players Online,Headset,1-4 Players, ,Tiger Woods Golf Series
1535,88,NCAA Football 2005,PS2,8.8,"Jul 15, 2004","Football, Sim, Sports, Traditional",EA Tiburon,EA Sports,E, , ,Headset Keyboard Multi-Tap,1-8 Players, ,NCAA Football Series
1536,88,Sly 2: Band of Thieves,PS2,9,"Sep 14, 2004","3D, Action, Platformer",Sucker Punch,SCEA,E,Animated Violence Cartoon Violence, ,Headset,1 Player, ,Sly Cooper Series
1537,88,NCAA Football 2005,GC,7.8,"Jul 15, 2004","Football, Sim, Sports, Traditional",EA Sports,EA Sports,E, , , ,1-4 Players, ,NCAA Football Series
1538,88,ESPN NHL 2K5,XBOX,8.5,"Aug 30, 2004","Ice Hockey, Sim, Sports, Traditional",Kush Games,Sega,E,Violence,4 Players Online,Headset Multi-Tap,1-4 Players, ,
1539,88,Counter-Strike: Source,PC,8.9,"Oct 7, 2004","Action, First-Person, Modern, Shooter, Tactical",Valve Software,Valve Software,M,Blood Intense Violence,Online Multiplayer, ,1-32 Players,http://storefront.steampowered.com/v2/index.php?area=game&AppId;=240&,Half Life Series
1540,88,Rise of Nations: Thrones & Patriots,PC,8.8,"Apr 27, 2004","General, Historic, Real-Time, Strategy",Big Huge Games,Microsoft Game Studios,T,Blood and Gore Violence, , ,1-8 Players, ,Rise of Nations Series
1541,88,Sid Meier's Pirates!,PC,8.3,"Nov 22, 2004","General, Strategy",Firaxis Games,Atari,E,Alcohol Reference Suggestive Themes Violence,No Online Multiplayer, ,1 Player,http://www.firaxis.com/games/game_detail.php?gameid=2,Sid Meier\'s Series
1542,88,Tiger Woods PGA Tour 2005,GC,tbd,"Sep 20, 2004","Golf, Sim, Sports, Traditional",EA Sports,EA Sports,E, , , ,1-4 Players, ,Tiger Woods Golf Series
1543,87,Doom 3,PC,7.6,"Aug 3, 2004","Action, Arcade, First-Person, Sci-Fi, Shooter",id Software,Activision,M,Blood and Gore Intense Violence,4 Players Online, ,1-4 Players,http://www.doom3.com/,Doom Series
1544,87,Rallisport Challenge 2,XBOX,8.9,"May 4, 2004","Driving, Racing, Rally / Offroad",Digital Illusions,Microsoft Game Studios,E, , ,Headset,1-16 Players, ,Rallisport Series
1545,87,Tom Clancy's Splinter Cell: Pandora Tomorrow,PC,8,"Mar 23, 2004","Action Adventure, General, Modern",Ubisoft Shanghai,Ubisoft,T,Blood Drug Reference Violence, ,Headset,1-4 Players, ,Tom Clancy Series
1546,87,Paper Mario: The Thousand-Year Door,GC,9.1,"Oct 11, 2004","Console-style RPG, Role-Playing",Intelligent Systems,Nintendo,E,Mild Cartoon Violence, , ,1 Player,http://papermario.com/launch/index.html,Mario Series
1547,87,NASCAR 2005: Chase for the Cup,PS2,8.1,"Aug 31, 2004","Driving, Racing, Stock Car",EA Tiburon,EA Games,E, , ,Headset Keyboard Steering Wheel,1-4 Players, ,
1548,87,Call of Duty: United Offensive,PC,8.2,"Sep 14, 2004","Action, Arcade, First-Person, Historic, Shooter, Tactical
, Third-Person",Gray Matter,Activision,T,Blood Mild Language Violence,32 Players Online, ,1-32 Players, ,Call of Duty Series
1549,87,Tom Clancy's Splinter Cell Pandora Tomorrow,PS2,8.5,"Jun 16, 2004","Action Adventure, Modern",Ubisoft Shanghai,Ubisoft,T,Blood Drug Reference Violence, , ,1-4 Players, ,Tom Clancy Series
1550,86,ESPN NHL 2K5,PS2,8.1,"Aug 30, 2004","Ice Hockey, Sim, Sports, Traditional",Kush Games,Sega,E,Violence,10 Players Online,Headset Multi-Tap,1-8 Players, ,
1551,86,NASCAR 2005: Chase for the Cup,XBOX,tbd,"Aug 31, 2004","Driving, Racing, Stock Car",EA Tiburon,EA Games,E, , ,Headset Keyboard Steering Wheel,1-2 Players, ,
1552,86,EverQuest: Omens of War,PC,7.7,"Sep 13, 2004","Fantasy, Massively Multiplayer, Massively Multiplayer Online
, Role-Playing",Sony Online Entertainment,Sony Online Entertainment,T,Blood and Gore Suggestive Themes Use of Alcohol Violence,Massively Multiplayer, ,Massively Multiplayer, ,EverQuest Series
1553,86,ESPN College Hoops 2K5,XBOX,8.3,"Nov 17, 2004","Basketball, Sim, Sports, Traditional",Visual Concepts,Sega,E, , , ,1-4 Players, ,NCAA College Basketball 2K Series
1554,86,Guilty Gear X2 #Reload,XBOX,7.7,"Sep 14, 2004", , , , , , , , , ,  Series
1555,86,Star Wars: Knights of the Old Republic II: The Sith Lords,XBOX,8.6,"Dec 6, 2004","Role-Playing, Third-Person",Obsidian Entertainment,LucasArts,T,Blood Violence, , ,1 Player,http://www.lucasarts.com/games/swkotor_sithlords/,Star Wars Series
1556,86,The Legend of Zelda: Four Swords Adventures,GC,7.4,"Jun 7, 2004","Action Adventure, Fantasy",Nintendo,Nintendo,E,Mild Fantasy Violence, , ,1-4 Players, ,Legend of Zelda Series
1557,86,Tales of Symphonia,GC,9.1,"Jul 13, 2004","Console-style RPG, Role-Playing",Namco,Namco,T,Fantasy Violence Language Suggestive Themes, , ,1 Player,http://tales.namco.com/symphonia/,Tales of Destiny Series
1558,86,Katamari Damacy,PS2,8.9,"Sep 21, 2004","Action, General",Namco,Namco,E,Mild Fantasy Violence, , ,1-2 Players, ,Katamari Series
1559,86,"Warhammer 40,000: Dawn of War",PC,8.7,"Sep 20, 2004","General, Real-Time, Sci-Fi, Strategy",Relic,THQ,M,Blood Violence,8 Players Online, ,1-8 Players, ,
1560,86,Viewtiful Joe 2,GC,8.3,"Nov 18, 2004","Action u""Beat-Em-Up""",Clover Studio,Capcom,T,Animated Violence Cartoon Violence, , ,1 Player, ,Viewtiful Joe Series
1561,86,ESPN College Hoops 2K5,PS2,8.1,"Nov 17, 2004","Basketball, Sim, Sports, Traditional",Visual Concepts,Sega,E, ,4 Players Online, ,1-4 Players, ,NCAA College Basketball 2K Series
1562,85,Madden NFL 2005,PC,6.4,"Sep 14, 2004","Football, Sim, Sports, Team, Traditional",BudCat,EA Sports,E, ,2 Players Online,"Keyboard Keyboard, Mouse Mouse",1-4 Players, ,Madden Football Series
1563,85,City of Heroes,PC,8.4,"Apr 27, 2004","Massively Multiplayer, Massively Multiplayer Online, Modern
, Role-Playing",Paragon Studios,NCSOFT,T,Suggestive Themes Violence, , ,Massively Multiplayer, ,City of Heroes Series
1564,85,Onimusha 3: Demon Siege,PS2,8.6,"Apr 27, 2004","Action Adventure, Fantasy",Capcom,Capcom,M,Blood and Gore Intense Violence Strong Language Strong Sexual Content Use of Drugs, , ,1 Player, ,Onimusha Series
1565,85,Astro Boy: Omega Factor,GBA,8.8,"Aug 18, 2004","Action, Scrolling, Shooter",Hitmaker,Sega,E,Mild Animated Violence Mild Cartoon Violence, , ,1 Player, ,Astro Boy Series
1566,85,Fable,XBOX,8.4,"Sep 14, 2004","Action RPG, Role-Playing",Big Blue Box,Microsoft Game Studios,M,Blood Mature Sexual Themes Sexual Themes Strong Language Violence, , ,1 Player,http://www.xbox.com/en-US/games/f/fable/,Fable Series
1567,85,Shadow Hearts: Covenant,PS2,8.9,"Sep 27, 2004","Console-style RPG, Role-Playing",Nautilus,Midway,T,Language Partial Nudity Suggestive Themes Violence, , ,1 Player, ,Shadow Hearts Series
1568,84,Bit.Trip Complete,WII,8.7,"Sep 13, 2011","Compilation, Miscellaneous",Gaijin Games,Aksys Games,E, , , , ,http://www.aksysgames.com/,Bit.Trip Series
1569,85,NBA Live 2005,XBOX,7.6,"Sep 28, 2004","Basketball, Sim, Sports, Traditional",EA Canada,EA Sports,E, ,2 Players Online,Headset,1-4 Players, ,NBA Live Series
1570,85,Viewtiful Joe 2,PS2,7.8,"Dec 7, 2004","Action u""Beat-Em-Up""",Clover Studio,Capcom,T,Animated Violence Cartoon Violence, , ,1 Player, ,Viewtiful Joe Series
1571,85,Champions of Norrath,PS2,8.2,"Feb 10, 2004","Action RPG, Role-Playing",Snowblind Studios,Sony Online Entertainment,T,Blood and Gore Violence, ,Headset Multi-Tap,1-4 Players, ,EverQuest Series
1572,85,Super Mario 64 DS,DS,8.2,"Nov 20, 2004","3D, Action, Platformer",Nintendo,Nintendo,E, ,No Online Multiplayer, ,1-4 Players, ,Mario Series
1573,85,Final Fantasy XI,PS2,6.9,"Mar 23, 2004","Fantasy, Massively Multiplayer Online, Role-Playing",Square Enix,SCEA,T,Animated Blood Violence, ,Harddrive Keyboard,Massively Multiplayer, ,Final Fantasy Series
1574,85,Thief: Deadly Shadows,PC,8.3,"May 25, 2004","Action Adventure, Fantasy, General",Ion Storm,Eidos Interactive,M,Blood Violence,No Online Multiplayer, ,1 Player, ,Thief Series
1575,85,Metal Gear Solid: The Twin Snakes,GC,8.9,"Mar 9, 2004","Action Adventure, Modern",Silicon Knights,Konami,M,Blood and Gore Suggestive Themes Violence, , ,1 Player, ,Metal Gear Series
1576,85,EverQuest: Gates of Discord,PC,6.8,"Feb 9, 2004","Fantasy, Massively Multiplayer, Massively Multiplayer Online
, Role-Playing",Sony Online Entertainment,Sony Online Entertainment,T,Blood and Gore Suggestive Themes Violence, , ,Massively Multiplayer, ,EverQuest Series
1577,85,Fight Night 2004,XBOX,8.5,"Apr 5, 2004","Boxing, Sports, Traditional",EA Sports,EA Sports,T,Blood Mild Lyrics Violence, , ,1-2 Players, ,Fight Night Series
1578,85,ESPN NBA 2K5,XBOX,8.7,"Sep 28, 2004","Basketball, Sim, Sports, Traditional",Visual Concepts,Sega,E, ,2 Players Online,Headset,1-4 Players, ,NBA 2K Basketball Series
1579,84,Bulletstorm,X360,7.6,"Feb 22, 2011","Action, Arcade, First-Person, General, Sci-Fi, Shooter","Epic Games, People Can Fly",Electronic Arts,M,Blood and Gore Intense Violence Partial Nudity Sexual Themes Strong Language Use of Alcohol,No Online Multiplayer, , ,http://www.bulletstorm.com/,
1580,84,Pinball FX 2: Marvel Pinball - Vengeance and Virtue,X360,tbd,"Dec 13, 2011","Action, Miscellaneous, Parlor, Pinball",Zen Studios,Zen Studios,E, , , , ,http://www.marvelpinball.com/,Marvel Series
1581,84,Saints Row: The Third,X360,7.6,"Nov 15, 2011","Action Adventure, Modern, Open-World",Volition Inc.,THQ,M,Blood and Gore Drug Reference Intense Violence Partial Nudity Sexual Content Strong Language,No Online Multiplayer, , ,http://www.saintsrow.com/home,Saints Row Series
1582,84,The Binding of Isaac,PC,8.4,"Sep 28, 2011","Action, Action Adventure, Horror u""Shoot-Em-Up"", Shooter
, Static, Top-Down","Edmund McMillen, Florian Himsl",Edmund McMillen, , ,No Online Multiplayer, , , ,The Binding of Isaac Series
1583,84,Trine 2,PC,8.4,"Dec 7, 2011","2D, Action, Platformer","Frozenbyte, Inc.","Frozenbyte, Inc.",E10+,Animated Blood Fantasy Violence, , , ,http://trine2.com/,Trine Series
1584,84,Rift,PC,7.3,"Mar 1, 2011","Fantasy, Massively Multiplayer, Massively Multiplayer Online
, Role-Playing",Trion Worlds,Trion Worlds,T,Alcohol Reference Blood Mild Language Violence,Online Multiplayer, , ,http://www.riftgame.com,
1585,84,Might & Magic: Clash of Heroes,X360,8.2,"Apr 13, 2011","General, Role-Playing",Capy Games,Ubisoft,E10+,Mild Fantasy Violence Mild Language Mild Suggestive Themes, , , ,http://mightandmagic.us.ubi.com/clashofheroes/,Might and Magic Series
1586,84,Child of Eden,X360,7.6,"Jun 14, 2011","Action, Fantasy, Rail, Shooter, Third-Person",Q Entertainment,Ubisoft,E10+,Mild Animated Blood Mild Fantasy Violence, ,Kinect Compatible Natal, ,http://www.child-of-eden.com/,Kinect Series
1587,84,Shift 2: Unleashed,PC,6.2,"Mar 29, 2011","Automobile, Driving, GT / Street, Racing, Simulation",Slightly Mad Studios,Electronic Arts,E10+, , , , ,http://www.needforspeed.com/game/shift-2-unleashed,Need for Speed Series
1588,84,Resident Evil 4 HD,X360,7.9,"Sep 20, 2011","Action Adventure, Horror, Survival",Capcom,Capcom,M,Blood and Gore Intense Violence Language,No Online Multiplayer, ,1 Player, ,Resident Evil Series
1589,83,Bulletstorm,PS3,7.7,"Feb 22, 2011","Action, Arcade, First-Person, General, Sci-Fi, Shooter","Epic Games, People Can Fly",Electronic Arts,M,Blood and Gore Intense Violence Partial Nudity Sexual Themes Strong Language Use of Alcohol,No Online Multiplayer, , ,http://www.bulletstorm.com/,
1590,85,Tony Hawk's Underground 2,PC,7.6,"Oct 4, 2004","Alternative, Individual, Skate / Skateboard, Skateboarding
, Sports",Neversoft Entertainment,Activision,T,Blood Crude Humor Language Suggestive Themes Use of Alcohol Violence,8 Players Online, ,1-8 Players, ,Tony Hawk Skateboarding Series
1591,85,Fight Night 2004,PS2,8.7,"Apr 5, 2004","Boxing, Sports, Traditional",EA Sports,EA Sports,T,Blood Mild Lyrics Violence, , ,1-2 Players, ,Fight Night Series
1592,84,Mario Golf: Advance Tour,GBA,8.7,"Jun 22, 2004","Golf, Sim, Sports, Traditional",Camelot Software Planning,Nintendo,E, , , ,1-5 Players, ,Mario Series
1593,84,Fatal Frame II: Crimson Butterfly Director's Cut,XBOX,8.4,"Nov 1, 2004","Action Adventure, Horror",Tecmo,Tecmo,M,Blood Violence, , ,1 Player, ,Fatal Frame Series
1594,84,NBA Live 2005,PS2,8.2,"Sep 28, 2004","Basketball, Sim, Sports, Traditional",EA Canada,EA Sports,E, ,2 Players Online,Headset,1-8 Players, ,NBA Live Series
1595,84,Colin McRae Rally 04,XBOX,8.1,"Mar 4, 2004","Driving, Racing, Rally / Offroad",Codemasters,Codemasters,E, , , ,1-4 Players, ,Colin McRae Series
1596,84,Tom Clancy's Rainbow Six 3: Black Arrow,XBOX,8.1,"Aug 4, 2004","Action, First-Person, Modern, Shooter, Tactical",Ubisoft Montreal,Ubisoft,M,Blood Violence, , ,1-16 Players, ,Tom Clancy Series
1597,84,Classic NES Series: Super Mario Bros.,GBA,8.6,"Jun 2, 2004","2D, Action, Platformer",Nintendo,Nintendo,E, , , ,1-2 Players, ,Mario Series
1598,84,Ace Combat 5: The Unsung War,PS2,8.9,"Oct 25, 2004","Flight, Modern Jet, Simulation",Namco,Namco,T,Mild Language Violence, , ,1 Player, ,Ace Combat Series
1599,84,James Bond 007: Everything or Nothing,GC,8.3,"Feb 17, 2004","Action, Modern, Shooter, Third-Person",EA Redwood Shores,EA Games,T,Suggestive Themes Violence, , ,1-2 Players, ,007: James Bond Series
1600,84,Psi-Ops: The Mindgate Conspiracy,PS2,8.8,"Jun 14, 2004","Action, Sci-Fi, Shooter, Third-Person",Midway,Midway,M,Blood and Gore Intense Violence Strong Language, , ,1 Player, ,Psi Ops Series
1601,83,Anno 2070,PC,7,"Nov 17, 2011","General, Real-Time, Sci-Fi, Strategy","Blue Byte, Related Designs",Ubisoft,T,Alcohol Reference Mild Violence, , , ,http://www.ubi.com/US/Games/Info.aspx?pId=9651,Anno Series
1602,83,Battlefield 3: Back to Karkand,X360,6.9,"Dec 13, 2011","Action, Arcade, First-Person, Modern, Shooter, Tactical",EA DICE,Electronic Arts,M, , , , , ,Battlefield Series
1603,83,Ghost Trick: Phantom Detective,DS,8.8,"Jan 11, 2011","Adventure, General",Capcom,Capcom,T,Mild Language Mild Violence,No Online Multiplayer, , ,http://capcom-unity.com,
1604,83,Orcs Must Die!,PC,8.1,"Oct 11, 2011","Action, Defense, General, Real-Time, Strategy",Robot Entertainment,Robot Entertainment,T,Blood and Gore Violence, , , ,http://www.orcsmustdie.com/,Orcs Must Die Series
1605,83,Beyond Good & Evil HD,PS3,8.5,"Jun 28, 2011","Action Adventure, Fantasy, General",Ubisoft,Ubisoft,T, ,No Online Multiplayer, , ,http://beyondgoodandevil.com/us/,Beyond Good & Evil Series
1606,83,Guardian Heroes,X360,8,"Oct 12, 2011","Action RPG, Role-Playing",Treasure,Sega,T,Animated Violence Blood Violence, , , , ,
1607,83,Terraria,PC,8.6,"May 16, 2011","2D, Action, Action Adventure, Platformer, Sandbox",Re-Logic,Re-Logic,T, ,Up to 8 Players, , ,http://www.terraria.org/,
1608,83,Fallout: New Vegas - Old World Blues,X360,8.1,"Jul 19, 2011","First-Person, Role-Playing, Western-Style",Obsidian Entertainment,Bethesda Softworks,M, , , , ,http://fallout.bethsoft.com,Fallout Series
1609,83,Resistance 3,PS3,7.8,"Sep 6, 2011","Action, Arcade, First-Person, Modern, Sci-Fi, Shooter",Insomniac Games,SCEA,M,Blood and Gore Intense Violence Strong Language,16 Players Online Up to 16 Players,Move Compatible,1 Player 1-2 Players,http://www.myresistance.net/,Resistance Series
